variablename,namef,Field,entity,name,array,instance,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
adopted_sibling_illness.0.2,f.20114.0.2,20114,participant,p20114_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 2,
adopted_sibling_illness.0.2,f.20114.0.2,20114,participant,p20114_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 3,
adopted_sibling_illness.0.3,f.20114.0.3,20114,participant,p20114_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 0,
adopted_sibling_illness.0.3,f.20114.0.3,20114,participant,p20114_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 1,
adopted_sibling_illness.0.3,f.20114.0.3,20114,participant,p20114_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 2,
adopted_sibling_illness.0.3,f.20114.0.3,20114,participant,p20114_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 3,
adopted_sibling_illness.0.4,f.20114.0.4,20114,participant,p20114_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 0,
adopted_sibling_illness.0.4,f.20114.0.4,20114,participant,p20114_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 1,
adopted_sibling_illness.0.4,f.20114.0.4,20114,participant,p20114_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 2,
adopted_sibling_illness.0.4,f.20114.0.4,20114,participant,p20114_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 3,
adopted_sibling_illness.0.5,f.20114.0.5,20114,participant,p20114_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 0,
adopted_sibling_illness.0.5,f.20114.0.5,20114,participant,p20114_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 1,
adopted_sibling_illness.0.5,f.20114.0.5,20114,participant,p20114_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 2,
adopted_sibling_illness.0.5,f.20114.0.5,20114,participant,p20114_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 3,
adopted_sibling_illness.0.6,f.20114.0.6,20114,participant,p20114_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 0,
adopted_sibling_illness.0.6,f.20114.0.6,20114,participant,p20114_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 1,
adopted_sibling_illness.0.6,f.20114.0.6,20114,participant,p20114_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 2,
adopted_sibling_illness.0.6,f.20114.0.6,20114,participant,p20114_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114,,,,Illnesses of adopted siblings | Instance 3,
father_illness.0.0,f.20107.0.0,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.0,f.20107.0.0,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.0,f.20107.0.0,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.0,f.20107.0.0,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.1,f.20107.0.1,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.1,f.20107.0.1,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.1,f.20107.0.1,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.1,f.20107.0.1,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.2,f.20107.0.2,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.2,f.20107.0.2,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.2,f.20107.0.2,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.2,f.20107.0.2,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.3,f.20107.0.3,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.3,f.20107.0.3,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.3,f.20107.0.3,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.3,f.20107.0.3,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.4,f.20107.0.4,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.4,f.20107.0.4,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.4,f.20107.0.4,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.4,f.20107.0.4,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.5,f.20107.0.5,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.5,f.20107.0.5,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.5,f.20107.0.5,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.5,f.20107.0.5,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.6,f.20107.0.6,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.6,f.20107.0.6,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.6,f.20107.0.6,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.6,f.20107.0.6,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.7,f.20107.0.7,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.7,f.20107.0.7,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.7,f.20107.0.7,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.7,f.20107.0.7,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.8,f.20107.0.8,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.8,f.20107.0.8,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.8,f.20107.0.8,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.8,f.20107.0.8,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
father_illness.0.9,f.20107.0.9,20107,participant,p20107_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 0,
father_illness.0.9,f.20107.0.9,20107,participant,p20107_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 1,
father_illness.0.9,f.20107.0.9,20107,participant,p20107_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 2,
father_illness.0.9,f.20107.0.9,20107,participant,p20107_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107,,,,Illnesses of father | Instance 3,
mother_illness.0.0,f.20110.0.0,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.0,f.20110.0.0,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.0,f.20110.0.0,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.0,f.20110.0.0,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.1,f.20110.0.1,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.1,f.20110.0.1,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.1,f.20110.0.1,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.1,f.20110.0.1,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.2,f.20110.0.2,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.2,f.20110.0.2,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.2,f.20110.0.2,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.2,f.20110.0.2,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.3,f.20110.0.3,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.3,f.20110.0.3,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.3,f.20110.0.3,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.3,f.20110.0.3,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.4,f.20110.0.4,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.4,f.20110.0.4,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.4,f.20110.0.4,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.4,f.20110.0.4,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.5,f.20110.0.5,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.5,f.20110.0.5,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.5,f.20110.0.5,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.5,f.20110.0.5,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.6,f.20110.0.6,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.6,f.20110.0.6,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.6,f.20110.0.6,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.6,f.20110.0.6,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.7,f.20110.0.7,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.7,f.20110.0.7,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.7,f.20110.0.7,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.7,f.20110.0.7,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.8,f.20110.0.8,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.8,f.20110.0.8,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.8,f.20110.0.8,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.8,f.20110.0.8,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.9,f.20110.0.9,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.9,f.20110.0.9,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.9,f.20110.0.9,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.9,f.20110.0.9,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
mother_illness.0.10,f.20110.0.10,20110,participant,p20110_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 0,
mother_illness.0.10,f.20110.0.10,20110,participant,p20110_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 1,
mother_illness.0.10,f.20110.0.10,20110,participant,p20110_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 2,
mother_illness.0.10,f.20110.0.10,20110,participant,p20110_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110,,,,Illnesses of mother | Instance 3,
sibling_illness.0.0,f.20111.0.0,20111,participant,p20111_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 0,
sibling_illness.0.0,f.20111.0.0,20111,participant,p20111_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 1,
sibling_illness.0.0,f.20111.0.0,20111,participant,p20111_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 2,
sibling_illness.0.0,f.20111.0.0,20111,participant,p20111_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 3,
sibling_illness.0.1,f.20111.0.1,20111,participant,p20111_i0,,0,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 0,
sibling_illness.0.1,f.20111.0.1,20111,participant,p20111_i1,,1,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 1,
sibling_illness.0.1,f.20111.0.1,20111,participant,p20111_i2,,2,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 2,
sibling_illness.0.1,f.20111.0.1,20111,participant,p20111_i3,,3,integer,,data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 3,
