Variable,Description,URL,Category,UKB.dataset.ID,Field.ID,entity,name,instance,array,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
student,Current employment status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6142,Employment,f.6142.0.0 - f.6142.0.6,6142,participant,p6142_i0,0,,integer,"",data_coding_100295,,,Assessment centre > Touchscreen > Sociodemographics > Employment,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6142,,,,Current employment status | Instance 0,""
student,Current employment status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6142,Employment,f.6142.0.0 - f.6142.0.6,6142,participant,p6142_i1,1,,integer,"",data_coding_100295,,,Assessment centre > Touchscreen > Sociodemographics > Employment,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6142,,,,Current employment status | Instance 1,""
student,Current employment status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6142,Employment,f.6142.0.0 - f.6142.0.6,6142,participant,p6142_i2,2,,integer,"",data_coding_100295,,,Assessment centre > Touchscreen > Sociodemographics > Employment,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6142,,,,Current employment status | Instance 2,""
student,Current employment status,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6142,Employment,f.6142.0.0 - f.6142.0.6,6142,participant,p6142_i3,3,,integer,"",data_coding_100295,,,Assessment centre > Touchscreen > Sociodemographics > Employment,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6142,,,,Current employment status | Instance 3,""
private_healthcare,Private healthcare,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4674,Other sociodemographics,f.4674.0.0,4674,participant,p4674_i0,0,,integer,"",data_coding_100511,,,Assessment centre > Touchscreen > Sociodemographics > Other sociodemographic factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4674,,,,Private healthcare | Instance 0,""
private_healthcare,Private healthcare,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4674,Other sociodemographics,f.4674.0.0,4674,participant,p4674_i1,1,,integer,"",data_coding_100511,,,Assessment centre > Touchscreen > Sociodemographics > Other sociodemographic factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4674,,,,Private healthcare | Instance 1,""
private_healthcare,Private healthcare,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4674,Other sociodemographics,f.4674.0.0,4674,participant,p4674_i2,2,,integer,"",data_coding_100511,,,Assessment centre > Touchscreen > Sociodemographics > Other sociodemographic factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4674,,,,Private healthcare | Instance 2,""
private_healthcare,Private healthcare,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4674,Other sociodemographics,f.4674.0.0,4674,participant,p4674_i3,3,,integer,"",data_coding_100511,,,Assessment centre > Touchscreen > Sociodemographics > Other sociodemographic factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4674,,,,Private healthcare | Instance 3,""
multivitamin_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i0,0,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 0,""
multivitamin_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i1,1,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 1,""
multivitamin_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i2,2,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 2,""
multivitamin_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i3,3,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 3,""
vitamin_A_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i0,0,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 0,""
vitamin_A_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i1,1,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 1,""
vitamin_A_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i2,2,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 2,""
vitamin_A_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i3,3,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 3,""
vitamin_B_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i0,0,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 0,""
vitamin_B_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i1,1,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 1,""
vitamin_B_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i2,2,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 2,""
vitamin_B_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i3,3,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 3,""
vitamin_C_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i0,0,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 0,""
vitamin_C_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i1,1,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 1,""
vitamin_C_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i2,2,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 2,""
vitamin_C_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i3,3,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 3,""
vitamin_D_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i0,0,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 0,""
vitamin_D_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i1,1,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 1,""
vitamin_D_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i2,2,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 2,""
vitamin_D_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i3,3,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 3,""
vitamin_E_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i0,0,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 0,""
vitamin_E_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i1,1,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 1,""
vitamin_E_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i2,2,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 2,""
vitamin_E_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i3,3,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 3,""
folate_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i0,0,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 0,""
folate_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i1,1,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 1,""
folate_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i2,2,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 2,""
folate_supplements,Vitamin and mineral supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,Supplements,f.6155.0.0 - f.6155.0.6,6155,participant,p6155_i3,3,,integer,"",data_coding_100629,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6155,,,,Vitamin and mineral supplements | Instance 3,""
fish_oil_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i0,0,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 0,""
fish_oil_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i1,1,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 1,""
fish_oil_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i2,2,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 2,""
fish_oil_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i3,3,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 3,""
calcium_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i0,0,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 0,""
calcium_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i1,1,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 1,""
calcium_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i2,2,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 2,""
calcium_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i3,3,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 3,""
selenium_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i0,0,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 0,""
selenium_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i1,1,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 1,""
selenium_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i2,2,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 2,""
selenium_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i3,3,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 3,""
glucosamine_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i0,0,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 0,""
glucosamine_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i1,1,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 1,""
glucosamine_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i2,2,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 2,""
glucosamine_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i3,3,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 3,""
iron_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i0,0,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 0,""
iron_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i1,1,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 1,""
iron_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i2,2,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 2,""
iron_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i3,3,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 3,""
zinc_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i0,0,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 0,""
zinc_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i1,1,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 1,""
zinc_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i2,2,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 2,""
zinc_supplements,Mineral and other dietary supplements,https://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,Supplements,f.6179.0.0 - f.6179.0.5,6179,participant,p6179_i3,3,,integer,"",data_coding_100630,,,Assessment centre > Touchscreen > Health and medical history > Medication,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179,,,,Mineral and other dietary supplements | Instance 3,""
age_facial_hair,Relative age of first facial hair,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2375,Male reproductive factors,f.2375.0.0,2375,participant,p2375_i0,0,,integer,"",data_coding_100570,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2375,,,,Relative age of first facial hair | Instance 0,""
age_facial_hair,Relative age of first facial hair,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2375,Male reproductive factors,f.2375.0.0,2375,participant,p2375_i1,1,,integer,"",data_coding_100570,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2375,,,,Relative age of first facial hair | Instance 1,""
age_facial_hair,Relative age of first facial hair,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2375,Male reproductive factors,f.2375.0.0,2375,participant,p2375_i2,2,,integer,"",data_coding_100570,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2375,,,,Relative age of first facial hair | Instance 2,""
age_voice,Relative age voice broke,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2385,Male reproductive factors,f.2385.0.0,2385,participant,p2385_i0,0,,integer,"",data_coding_100570,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2385,,,,Relative age voice broke | Instance 0,""
age_voice,Relative age voice broke,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2385,Male reproductive factors,f.2385.0.0,2385,participant,p2385_i1,1,,integer,"",data_coding_100570,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2385,,,,Relative age voice broke | Instance 1,""
age_voice,Relative age voice broke,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2385,Male reproductive factors,f.2385.0.0,2385,participant,p2385_i2,2,,integer,"",data_coding_100570,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2385,,,,Relative age voice broke | Instance 2,""
balding,Hair/balding pattern,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2395,Male reproductive factors,f.2395.0.0,2395,participant,p2395_i0,0,,integer,"",data_coding_100572,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2395,,,,Hair/balding pattern | Instance 0,""
balding,Hair/balding pattern,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2395,Male reproductive factors,f.2395.0.0,2395,participant,p2395_i1,1,,integer,"",data_coding_100572,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2395,,,,Hair/balding pattern | Instance 1,""
balding,Hair/balding pattern,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2395,Male reproductive factors,f.2395.0.0,2395,participant,p2395_i2,2,,integer,"",data_coding_100572,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2395,,,,Hair/balding pattern | Instance 2,""
balding,Hair/balding pattern,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=2395,Male reproductive factors,f.2395.0.0,2395,participant,p2395_i3,3,,integer,"",data_coding_100572,,,Assessment centre > Touchscreen > Sex-specific factors > Male-specific factors,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2395,,,,Hair/balding pattern | Instance 3,""
