Variable,Description,URL,Category,UKB.dataset.ID,Field.ID,entity,name,instance,array,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
sibling_bowel_cancer,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i2,2,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 2,""
sibling_bowel_cancer,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i3,3,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 3,""
sibling_lung_cancer,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i0,0,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 0,""
sibling_lung_cancer,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i1,1,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 1,""
sibling_lung_cancer,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i2,2,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 2,""
sibling_lung_cancer,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i3,3,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 3,""
sibling_stroke,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i0,0,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 0,""
sibling_stroke,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i1,1,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 1,""
sibling_stroke,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i2,2,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 2,""
sibling_stroke,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i3,3,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 3,""
sibling_heart_disease,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i0,0,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 0,""
sibling_heart_disease,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i1,1,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 1,""
sibling_heart_disease,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i2,2,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 2,""
sibling_heart_disease,Illnesses of siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20111,Family medical history,f.20111.0.0 - f.20111.0.11,20111,participant,p20111_i3,3,,integer,"",data_coding_1010,,,Assessment centre > Touchscreen > Family history,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111,,,,Illnesses of siblings | Instance 3,""
death_close_family,Non-accidental death in close genetic family,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4501,Family medical history,f.4501.0.0,4501,participant,p4501_i0,0,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4501,,,,Non-accidental death in close genetic family | Instance 0,""
death_close_family,Non-accidental death in close genetic family,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4501,Family medical history,f.4501.0.0,4501,participant,p4501_i1,1,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4501,,,,Non-accidental death in close genetic family | Instance 1,""
death_close_family,Non-accidental death in close genetic family,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4501,Family medical history,f.4501.0.0,4501,participant,p4501_i2,2,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4501,,,,Non-accidental death in close genetic family | Instance 2,""
death_close_family,Non-accidental death in close genetic family,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4501,Family medical history,f.4501.0.0,4501,participant,p4501_i3,3,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4501,,,,Non-accidental death in close genetic family | Instance 3,""
father_alive,Father still alive,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1797,Family medical history,f.1797.0.0,1797,participant,p1797_i0,0,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1797,,,,Father still alive | Instance 0,""
father_alive,Father still alive,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1797,Family medical history,f.1797.0.0,1797,participant,p1797_i1,1,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1797,,,,Father still alive | Instance 1,""
father_alive,Father still alive,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1797,Family medical history,f.1797.0.0,1797,participant,p1797_i2,2,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1797,,,,Father still alive | Instance 2,""
father_alive,Father still alive,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1797,Family medical history,f.1797.0.0,1797,participant,p1797_i3,3,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1797,,,,Father still alive | Instance 3,""
mother_alive,Mother still alive,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1835,Family medical history,f.1835.0.0,1835,participant,p1835_i0,0,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1835,,,,Mother still alive | Instance 0,""
mother_alive,Mother still alive,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1835,Family medical history,f.1835.0.0,1835,participant,p1835_i1,1,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1835,,,,Mother still alive | Instance 1,""
mother_alive,Mother still alive,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1835,Family medical history,f.1835.0.0,1835,participant,p1835_i2,2,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1835,,,,Mother still alive | Instance 2,""
mother_alive,Mother still alive,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1835,Family medical history,f.1835.0.0,1835,participant,p1835_i3,3,,integer,"",data_coding_100349,,,Assessment centre > Touchscreen > Family history,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1835,,,,Mother still alive | Instance 3,""
number_brothers,Number of full brothers,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1873,Family medical history,f.1873.0.0,1873,participant,p1873_i0,0,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1873,,,,Number of full brothers | Instance 0,""
number_brothers,Number of full brothers,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1873,Family medical history,f.1873.0.0,1873,participant,p1873_i1,1,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1873,,,,Number of full brothers | Instance 1,""
number_brothers,Number of full brothers,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1873,Family medical history,f.1873.0.0,1873,participant,p1873_i2,2,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1873,,,,Number of full brothers | Instance 2,""
number_brothers,Number of full brothers,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1873,Family medical history,f.1873.0.0,1873,participant,p1873_i3,3,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1873,,,,Number of full brothers | Instance 3,""
number_sisters,Number of full sisters,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1883,Family medical history,f.1883.0.0,1883,participant,p1883_i0,0,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1883,,,,Number of full sisters | Instance 0,""
number_sisters,Number of full sisters,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1883,Family medical history,f.1883.0.0,1883,participant,p1883_i1,1,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1883,,,,Number of full sisters | Instance 1,""
number_sisters,Number of full sisters,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1883,Family medical history,f.1883.0.0,1883,participant,p1883_i2,2,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1883,,,,Number of full sisters | Instance 2,""
number_sisters,Number of full sisters,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=1883,Family medical history,f.1883.0.0,1883,participant,p1883_i3,3,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1883,,,,Number of full sisters | Instance 3,""
number_older_siblings,Number of older siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=5057,Family medical history,f.5057.0.0,5057,participant,p5057_i0,0,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5057,,,,Number of older siblings | Instance 0,""
number_older_siblings,Number of older siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=5057,Family medical history,f.5057.0.0,5057,participant,p5057_i1,1,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5057,,,,Number of older siblings | Instance 1,""
number_older_siblings,Number of older siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=5057,Family medical history,f.5057.0.0,5057,participant,p5057_i2,2,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5057,,,,Number of older siblings | Instance 2,""
number_older_siblings,Number of older siblings,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=5057,Family medical history,f.5057.0.0,5057,participant,p5057_i3,3,,integer,"",data_coding_100291,,,Assessment centre > Touchscreen > Family history,"",yes,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5057,,,,Number of older siblings | Instance 3,""
heart_attack_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i0,0,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 0,""
heart_attack_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i1,1,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 1,""
heart_attack_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i2,2,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 2,""
stroke_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i0,0,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 0,""
stroke_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i1,1,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 1,""
stroke_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i2,2,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 2,""
angina_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i0,0,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 0,""
angina_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i1,1,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 1,""
angina_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i2,2,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 2,""
high_blood_pressure_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i0,0,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 0,""
high_blood_pressure_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i1,1,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 1,""
high_blood_pressure_diagnosis,Vascular/heart problems diagnosed by doctor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6150,Medical conditions,f.6150.0.0 - f.6150.0.3,6150,participant,p6150_i2,2,,integer,"",data_coding_100605,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6150,,,,Vascular/heart problems diagnosed by doctor | Instance 2,""
asthma_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.0,6152,participant,p6152_i0,0,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 0",""
asthma_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.0,6152,participant,p6152_i1,1,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 1",""
asthma_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.0,6152,participant,p6152_i2,2,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 2",""
asthma_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.0,6152,participant,p6152_i3,3,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 3",""
DVT_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i0,0,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 0",""
DVT_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i1,1,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 1",""
DVT_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i2,2,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 2",""
DVT_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i3,3,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 3",""
hayfever_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i0,0,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 0",""
hayfever_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i1,1,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 1",""
hayfever_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i2,2,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 2",""
hayfever_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i3,3,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 3",""
bronchitis_emphysema_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i0,0,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 0",""
bronchitis_emphysema_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i1,1,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 1",""
bronchitis_emphysema_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i2,2,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 2",""
bronchitis_emphysema_diagnosis,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=6152,Medical conditions,f.6152.0.1 - f.6152.0.4,6152,participant,p6152_i3,3,,integer,"",data_coding_100610,,,Assessment centre > Touchscreen > Health and medical history > Medical conditions,yes,"",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6152,,,,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | Instance 3",""
